,participantID,neoOpenness,neoConscientiousness,neoExtraversion,neoAgreeableness,neoNeuroticism
80,23,3.0,2.875,2.7083333333333335,2.8333333333333335,1.4166666666666667
81,102,2.3333333333333335,2.7916666666666665,2.0,2.8333333333333335,2.2916666666666665
82,66,2.1666666666666665,3.0416666666666665,2.0,2.8333333333333335,1.3333333333333333
83,133,2.1666666666666665,3.2083333333333335,2.0,3.4166666666666665,2.25
84,70,3.3333333333333335,3.0,3.25,3.0833333333333335,1.625
85,44,2.4583333333333335,2.9583333333333335,2.875,3.1666666666666665,1.375
86,20,2.375,3.25,2.9583333333333335,3.0833333333333335,1.8333333333333333
87,58,1.5,1.9583333333333333,1.0416666666666667,2.625,1.75
88,7,2.375,3.0,1.5,3.0833333333333335,1.9166666666666667
89,87,2.0416666666666665,3.4583333333333335,2.5,3.1666666666666665,0.8333333333333334
90,51,2.3333333333333335,2.375,2.3333333333333335,2.3333333333333335,2.7916666666666665
91,5,2.4166666666666665,2.875,2.5,3.125,2.3333333333333335
92,94,2.375,3.0,2.75,2.875,1.4166666666666667
93,83,1.4583333333333333,2.6666666666666665,1.0833333333333333,2.625,2.9166666666666665
94,15,2.75,2.5,2.625,2.8333333333333335,2.4166666666666665
95,134,2.6666666666666665,2.9166666666666665,2.4166666666666665,2.5,2.4166666666666665
96,98,2.2083333333333335,2.7083333333333335,1.9166666666666667,2.9583333333333335,2.5
97,109,2.375,3.0833333333333335,2.25,3.0833333333333335,2.0
98,37,2.375,3.0833333333333335,2.5416666666666665,3.375,1.125
99,19,1.9583333333333333,3.0,1.125,3.2083333333333335,2.5833333333333335
100,32,3.0416666666666665,2.75,3.0833333333333335,3.0416666666666665,1.5
101,10,2.875,2.5,3.0833333333333335,2.5416666666666665,2.0
102,72,2.25,3.0416666666666665,2.4166666666666665,3.0,1.2916666666666667
103,62,2.1666666666666665,3.0416666666666665,2.5416666666666665,2.9583333333333335,1.4166666666666667
104,59,1.5833333333333333,3.0833333333333335,2.0416666666666665,3.125,1.0
105,108,2.2916666666666665,3.125,2.5,2.625,1.8333333333333333
106,103,2.5,2.2083333333333335,1.3333333333333333,2.75,3.0833333333333335
107,100,2.0833333333333335,2.9583333333333335,2.1666666666666665,2.8333333333333335,1.5
